,0
GCNT1,1
GCNT7,1
GDI1,1
GDPD2,1
GEM,1
GEN1,1
GFOD1,1
COX10,1
GJC1,1
GKAP1,1
GLCE,1
GLG1,1
GLI3,1
GLIPR1,1
GLIPR1L2,1
GLIS2,1
GFPT1,1
GFRA4,1
GH1,1
GHR,1
GHRHR,1
GHRL,1
GHSR,1
GID4,1
GLS,1
GLT1D1,1
GLT6D1,1
GLT8D1,1
GLT8D2,1
GLTSCR1L,1
GLTSCR2,1
GLYATL3,1
GMFG,1
GMPPB,1
GMPR2,1
GIT1,1
GJA1,1
GJA5,1
GJA9,1
GJB1,1
COL8A1,1
COL8A2,1
COL9A2,1
COLEC10,1
COMT,1
COPA,1
COPB1,1
COPB2,1
COPRS,1
COPS3,1
COQ3,1
CORO7,1
GLIS3,1
GLRA3,1
GLRA4,1
GLRB,1
GPHA2,1
GPN1,1
GPR107,1
GPR110,1
GPR112,1
GPR113,1
GNAI1,1
GNAI3,1
GNB4,1
GNE,1
GNPAT,1
GNPTG,1
GNS,1
GOLGA8UP,1
GOLPH3L,1
COL6A2,1
COL24A1,1
COL27A1,1
COL2A1,1
COL4A1,1
COL4A2-AS2,1
COL4A3,1
COL5A2,1
COL6A1,1
GPAT2,1
GPATCH11,1
GPATCH8,1
GPBAR1,1
GPC3,1
GPC6,1
GPD1,1
GPER1,1
GPRC6A,1
GPS1,1
GPR115,1
GPR119,1
GPR12,1
GPR124,1
GPR128,1
GPR142,1
GPR15,1
GPR151,1
GPR156,1
GPR179,1
GPR183,1
GPR19,1
GPR25,1
COL21A1,1
COA6,1
COG3,1
COL15A1,1
COL19A1,1
GPR39,1
GPR45,1
GPR50,1
GPR52,1
GPR62,1
GPR64,1
GPR83,1
GPR87,1
GPRASP1,1
GPRASP2,1
GPRC5A,1
GPRC5D,1
GPSM1,1
GPT2,1
GREB1,1
GREM1,1
GREM2,1
GRHPR,1
GRIA1,1
GRIA3,1
GRIA4,1
GRID2IP,1
GRIK2,1
GRIK3,1
CNTN3,1
CNTN4,1
CNTN5,1
CNTNAP5,1
GUCY1B3,1
GULP1,1
GUSB,1
GXYLT1,1
GRK4,1
GRK6,1
GRM1,1
GRM2,1
GRM3,1
GRM4,1
GRM7,1
GRM8,1
GRTP1,1
GSC,1
GSDMA,1
GSG1L,1
HAS3,1
HAT1,1
HAUS1,1
HAUS4,1
HAUS5,1
GSK3A,1
GSTM5,1
GSTZ1,1
GTF3C2,1
GTF3C3,1
GTF3C5,1
GTPBP3,1
GTPBP8,1
GUCA1B,1
GUCA2A,1
GUCY1A2,1
HDAC4,1
HDAC5,1
HDAC6,1
HDGFL2,1
HDX,1
HEATR2,1
GZF1,1
GZMH,1
GZMM,1
H1FOO,1
H2AFV,1
HAAO,1
HAGHL,1
HAO1,1
HAP1,1
HAS2,1
CNGA1,1
CNGB1,1
CNIH3,1
CNKSR1,1
CNNM3,1
CNOT2,1
CNOT6,1
CNOT8,1
CNPY2,1
CNST,1
HAUS7,1
HBQ1,1
HCG27,1
HCLS1,1
HCN1,1
HCRTR2,1
HIPK2,1
HIST1H1C,1
HIST1H2BN,1
HIST1H3F,1
HEATR5B,1
HECTD1,1
HECTD4,1
HEG1,1
HELQ,1
HELZ2,1
HEPACAM2,1
HERC1,1
HERC5,1
CMAHP,1
CMKLR1,1
CNDP2,1
CLNK,1
CLP1,1
CLPTM1L,1
CLSPN,1
CLSTN2,1
CLUAP1,1
CLYBL,1
HERC6,1
HES1,1
HEY2,1
HGS,1
HHAT,1
HIF1A,1
HIF3A,1
HINT2,1
HIP1R,1
HIST2H3D,1
HIVEP1,1
HIVEP2,1
HKDC1,1
HLA-DQB2,1
HLA-DRA,1
HLA-DRB5,1
HMCES,1
HMGCL,1
HMGCLL1,1
HMGCR,1
HMGN5,1
HMGXB3,1
CLN5,1
CLN6,1
CLN8,1
HSPA13,1
HSPA1A,1
HMOX1,1
HNF4A,1
HNF4G,1
HNRNPH1,1
HNRNPL,1
HNRNPR,1
HOOK2,1
HOXA10,1
HOXA3,1
HOXB5,1
HOXC10,1
HOXC8,1
HOXC9,1
HOXD10,1
HTR2C,1
HTR3C,1
HTR3E,1
HTR7,1
HUS1B,1
HOXD12,1
HP1BP3,1
HPD,1
HPS1,1
HPS3,1
HSD11B1,1
HSD17B11,1
HSD17B2,1
HSD17B4,1
HSD17B8,1
HSF4,1
CLDND2,1
CLEC12A,1
CLEC14A,1
CLEC18A,1
CLEC1A,1
CLEC3A,1
CLEC4D,1
CLEC4F,1
CLINT1,1
CLIP2,1
CLK1,1
HSPA4,1
HSPB6,1
HSPD1,1
HTR1A,1
HTR1F,1
IGSF10,1
HYI,1
IDH3G,1
IDI2,1
IDO1,1
IDS,1
IDUA,1
IFI44,1
IFNAR2,1
IFNE,1
IFNGR1,1
IFNL1,1
IFRD2,1
IFT140,1
CLDN18,1
CLDN20,1
IL1RN,1
IL2,1
IL23R,1
IL24,1
IL25,1
IL2RB,1
IFT46,1
IGFBP3,1
IGHGP,1
IGHV1-8,1
IGHV4-59,1
IGLC1,1
IGLV1-50,1
IGLV3-12,1
IGLV4-69,1
IGSF1,1
CIR1,1
CIRH1A,1
CISH,1
CKAP2L,1
CLCC1,1
CLCN3,1
CLCN5,1
CLCN6,1
CLDN16,1
IGSF9,1
IGSF9B,1
IKBIP,1
IKZF1,1
IL17RE,1
IL1R1,1
IL1R2,1
IREB2,1
IRF2BP1,1
IRF2BPL,1
IRF3,1
IL4I1,1
IMMT,1
IMPG2,1
INE1,1
ING2,1
INHBB,1
INPP5E,1
INPP5J,1
INSIG2,1
INSM1,1
INTS1,1
CIDEA,1
ISCU,1
ISOC2,1
ITCH,1
ITGA10,1
ITGA11,1
ITGA2,1
INTS2,1
INTS4,1
INTS5,1
INTS7,1
IPO13,1
IPO5,1
IPO8,1
IQCA1,1
IQCC,1
IQCK,1
CHRM4,1
CHRNA6,1
CHRNB1,1
CHST1,1
CHST11,1
CHST13,1
CHST8,1
CHTF18,1
CHTF8,1
CIB3,1
IRF4,1
IRS2,1
IRX2,1
IRX3,1
IRX6,1
ISCA2,1
JMJD6,1
JMJD7-PLA2G4B,1
JPH1,1
JPH2,1
JPH3,1
ITGAD,1
ITGAM,1
ITGBL1,1
ITIH6,1
ITK,1
ITM2A,1
ITPKB,1
ITSN1,1
ITSN2,1
CHRM1,1
CHRM2,1
CHDH,1
CHEK2,1
CHGA,1
CHIA,1
CHML,1
CHMP1A,1
CHPF2,1
CHRDL1,1
IVNS1ABP,1
IWS1,1
JADE2,1
JAG1,1
JAK2,1
JAKMIP1,1
JAKMIP3,1
JARID2,1
JUND,1
KAL1,1
KANK2,1
KAT6A,1
KATNAL1,1
KATNAL2,1
KAZN,1
KBTBD12,1
KBTBD13,1
KBTBD6,1
KBTBD8,1
CHAMP1,1
CHD1L,1
CHD6,1
CHD7,1
CHDC2,1
KCNV1,1
KCTD12,1
KCTD13,1
KCTD17,1
KCTD21,1
KCTD3,1
KCTD5,1
KCNA4,1
KCNA6,1
KCNB2,1
KCND3,1
KCNE1L,1
KCNG3,1
KCNH2,1
KCNH5,1
KCNH7,1
CEP68,1
CEP85,1
CEP95,1
CERS3,1
CERS4,1
CES3,1
CES5A,1
CFHR3,1
CFTR,1
CGNL1,1
KCNJ3,1
KCNK15,1
KCNN4,1
KCNQ1,1
KCNQ5,1
KCNS2,1
KIAA1147,1
KIAA1199,1
KIAA1211,1
KIAA1217,1
KDELC1,1
KDELR3,1
KDM3B,1
KDM5C,1
KDM8,1
KDR,1
KEL,1
KHK,1
KIAA0232,1
KIAA0247,1
CEP350,1
CEP63,1
KIAA1524,1
KIAA1549,1
KIAA1549L,1
KIAA1551,1
KIAA1598,1
KIAA1614,1
KIAA1671,1
KIAA1683,1
KIAA1715,1
KIAA1731,1
KIAA0513,1
KIAA0586,1
KIAA0753,1
KIAA0754,1
KIAA1024,1
KIAA1107,1
CENPB,1
CENPC,1
CENPF,1
CENPI,1
CENPV,1
CEP104,1
CEP128,1
CEP135,1
CEP170,1
CEP192,1
CEP250,1
CEP290,1
KIAA1429,1
KIAA1462,1
KIAA1468,1
KIAA1522,1
KIF7,1
KIF9,1
KIFAP3,1
KIFC1,1
KIAA1755,1
KIAA1875,1
KIAA1919,1
KIAA2022,1
KIF12,1
KIF13A,1
KIF15,1
KIF17,1
CECR6,1
CELA1,1
CELSR1,1
CELSR3,1
KLC3,1
KLF10,1
KLF11,1
KLF12,1
KLF15,1
KLHL2,1
KLHL20,1
KLHL23,1
KIF1C,1
KIF21A,1
KIF22,1
KIF23,1
KIF26B,1
KIF3B,1
KIF3C,1
KIF4A,1
CDRT4,1
CDT1,1
CDV3,1
CDX1,1
CDX4,1
CDYL,1
CEACAM16,1
CEACAM18,1
CEACAM5,1
CECR2,1
KIFC2,1
KIR2DL3,1
KIR3DL3,1
KIRREL3,1
KISS1R,1
KL,1
KRT83,1
KRT8P11,1
KLHL24,1
KLHL25,1
KLHL30,1
KLHL33,1
KLHL8,1
KLK12,1
KLK13,1
KLK2,1
KLK6,1
KMT2A,1
KNCN,1
CDKL4,1
CDKL5,1
CDR2L,1
KRTAP4-9,1
KRTAP9-8,1
KY,1
LA16c-60G3.6,1
LACTB,1
LAD1,1
KPNA4,1
KPNA5,1
KPNB1,1
KRBA1,1
KRT1,1
KRT13,1
KRT19,1
KRT3,1
KRT74,1
KRT8,1
CDIPT,1
CDK11B,1
CDK14,1
CDK17,1
CDK2,1
CDK5RAP1,1
CDK9,1
CDKAL1,1
KRTAP10-11,1
KRTAP10-6,1
KRTAP24-1,1
KRTAP29-1,1
KRTAP3-2,1
KRTAP4-11,1
KRTAP4-3,1
KRTAP4-5,1
LEMD3,1
LENG9,1
LAMA1,1
LAMA3,1
LAMA5,1
LAMB1,1
LAMB3,1
LAMB4,1
LAMP5,1
LARP4,1
LARP4B,1
LARP7,1
LAS1L,1
LATS1,1
CDH26,1
CDH5,1
LILRB2,1
LILRB4,1
LIMA1,1
LIN7C,1
LATS2,1
LCA10,1
LCE1A,1
LCLAT1,1
LCN15,1
LCOR,1
LCP1,1
LDLR,1
LECT2,1
LEF1,1
LEFTY2,1
LEMD2,1
CDC40,1
CDC42BPA,1
CDC5L,1
CDCA2,1
CDCP2,1
CDH11,1
CDH2,1
LEP,1
LEPR,1
LEUTX,1
LGALS8,1
LGI2,1
LGR6,1
LHX2,1
LHX3,1
LIG1,1
LINC00636,1
LINC00696,1
LINS,1
LIPA,1
LIPF,1
LIPJ,1
LIX1,1
LMF2,1
LMO7,1
LMTK2,1
LMTK3,1
LNPEP,1
LOH12CR2,1
CDC14B,1
CDC20,1
CDC27,1
LRIF1,1
LRIG3,1
LRP3,1
LRP4,1
LRP6,1
LOR,1
LOXL2,1
LPHN2,1
LPHN3,1
LPIN1,1
LPIN2,1
LPL,1
LPPR1,1
LPPR4,1
LRCH1,1
LRCH3,1
LRRC27,1
LRRC29,1
LRRC30,1
LRRC4,1
LRRC42,1
LRRC49,1
LRRC53,1
LRRC55,1
LRRC56,1
LRRC6,1
LRRC7,1
LRRC72,1
LRRC9,1
LRCH4,1
LRFN1,1
LRGUK,1
CD244,1
CD248,1
CD300E,1
CD33,1
CD34,1
CD4,1
CD40,1
CD40LG,1
CD44,1
CD47,1
CD48,1
CD74,1
CD99L2,1
CDC123,1
LRRC18,1
LRRC26,1
MADCAM1,1
LRRCC1,1
LRRFIP2,1
LRRIQ3,1
LRRIQ4,1
LRRK2,1
LRRN2,1
LRRTM1,1
LRRTM3,1
LRRTM4,1
LSM11,1
LSM5,1
LTBP2,1
LTBP4,1
LTBR,1
CD22,1
MAGEC1,1
MAGED1,1
MAGEE2,1
MAGEH1,1
LTV1,1
LUC7L,1
LUC7L3,1
LUZP2,1
LY6G5B,1
LY96,1
LYAR,1
LYPD1,1
LYZL2,1
LZTFL1,1
MACC1,1
MAD1L1,1
MAML1,1
MAN1A1,1
MAN2A2,1
MAN2C1,1
MANBA,1
MAP1S,1
MAP2K5,1
MAP3K12,1
MAP3K13,1
MAGEA1,1
MAGEA8,1
MAGEB17,1
MAGEB18,1
MAGEB2,1
MAGEB5,1
MAGEB6,1
CCNYL2,1
CCR1,1
CCR3,1
CCRL2,1
CCS,1
CCSAP,1
CCSER2,1
CCT7,1
CD163L1,1
CD1A,1
CD1B,1
CD1D,1
CD200,1
CD200R1,1
MAK,1
MALSU1,1
MBD5,1
MBOAT1,1
MC2R,1
MAP3K5,1
MAP3K7,1
MAP3K9,1
MAP4,1
MAP4K1,1
MAP4K2,1
MAP7,1
MAP7D3,1
MAPK3,1
MAPK7,1
MARCH10,1
MARCH6,1
CCNY,1
MCM7,1
MCM9,1
MCMBP,1
MCRS1,1
MCTP1,1
MDGA1,1
MARK1,1
MAS1L,1
MAST1,1
MAST4,1
MAT2A,1
MATK,1
MAVS,1
MAX,1
MBD2,1
MBD3L1,1
CCM2,1
CCNA2,1
CCNB1,1
CCND1,1
CCND2,1
CCND3,1
CCNE2,1
CCNK,1
CCNL1,1
CCNO,1
MCC,1
MCF2,1
MCF2L,1
MCL1,1
MCM4,1
MCM6,1
MFSD11,1
MDH2,1
MDK,1
ME1,1
MED14,1
MED23,1
MED24,1
MED7,1
MEDAG,1
MEF2BNB,1
MEGF8,1
MEIS2,1
CCDC94,1
CCER1,1
CCIN,1
CCKBR,1
MGP,1
MGRN1,1
MICAL1,1
MEN1,1
MEOX2,1
MEP1B,1
MEPCE,1
MEPE,1
MERTK,1
MESP1,1
MET,1
METTL10,1
METTL2B,1
MEX3A,1
MEX3C,1
MFRP,1
MIP,1
MKI67,1
MKL1,1
MKNK1,1
MKS1,1
MLNR,1
MFSD3,1
MFSD4,1
MFSD5,1
MFSD7,1
MGAT2,1
MGAT3,1
MGAT4B,1
MGAT5,1
MGEA5,1
MGME1,1
CCDC7,1
CCDC71L,1
CCDC8,1
CCDC80,1
CCDC85A,1
CCDC88A,1
CCDC88B,1
CCDC88C,1
CCDC89,1
MICAL3,1
MICALCL,1
MICALL1,1
MICU3,1
MIIP,1
MINK1,1
MIOX,1
MLXIPL,1
MME,1
MMEL1,1
MMRN1,1
MMS22L,1
MOAP1,1
MOCS1,1
MOCS3,1
MOK,1
MON2,1
MORN2,1
MOXD1,1
CCDC60,1
CCDC62,1
CCDC64B,1
CCDC66,1
MST1R,1
MSX1,1
MPDU1,1
MPEG1,1
MPHOSPH10,1
MPHOSPH8,1
MPP2,1
MPPE1,1
MPRIP,1
MPZL2,1
MRC1L1,1
MRC2,1
MRE11A,1
MREG,1
MRGPRE,1
MROH7-TTC4,1
MTPAP,1
MTRF1,1
MRPL19,1
MRPL28,1
MRPL40,1
MRPL45,1
MRPL53,1
MRPL54,1
MRPS2,1
MRPS25,1
MRPS27,1
MS4A2,1
MSH2,1
MSH3,1
MSL2,1
MSLNL,1
CCDC38,1
CCDC41,1
CCDC42B,1
CCDC47,1
MSX2,1
MTDH,1
MTERFD1,1
MTF1,1
MTFR1L,1
MTG2,1
MTIF2,1
MTMR10,1
MTMR11,1
MTMR2,1
MTMR4,1
MTOR,1
MYH7,1
MTRR,1
MTSS1,1
MTUS2,1
MUC2,1
MUC5AC,1
MUC6,1
MVP,1
CCDC178,1
CCDC180,1
CCDC19,1
CCDC22,1
CCDC27,1
CCDC28A,1
CCDC36,1
CCDC37,1
CCDC146,1
CCDC152,1
CCDC154,1
CCDC172,1
CCDC173,1
CCDC176,1
MYB,1
MYBL2,1
MYBPC2,1
MYCBPAP,1
MYD88,1
MYEOV2,1
MYH10,1
MYH15,1
MYH2,1
MYH3,1
MYLK,1
MYLK-AS1,1
MYO10,1
MYO16,1
MYO18B,1
MYO19,1
MYO1A,1
MYO1C,1
MYO1D,1
MYO1E,1
MYO1H,1
CCDC114,1
CCDC115,1
CCDC132,1
CCDC137,1
CCDC142,1
NAB1,1
NADK,1
NAE1,1
NANOG,1
NAP1L3,1
NAPEPLD,1
NAPSA,1
MYO3B,1
MYO5B,1
MYO6,1
MYO7A,1
MYO9B,1
MYRIP,1
MYT1L,1
MYZAP,1
MZF1,1
CBX5,1
CC2D1A,1
CC2D1B,1
CCAR2,1
CCBE1,1
CCDC102A,1
CCDC102B,1
CCDC105,1
CCDC110,1
CCDC113,1
MZT1,1
N4BP2,1
N4BP2L2,1
NAA15,1
NAA25,1
NAALADL1,1
NDFIP1,1
NDNF,1
NDST1,1
NDST3,1
NDST4,1
NARS,1
NASP,1
NAT8L,1
NBAS,1
NBEA,1
NBL1,1
NBPF6,1
NBR1,1
NCAM2,1
CBLL1,1
CBX2,1
CAPN3,1
CAPRIN1,1
CAPZA1,1
CARD11,1
CARS2,1
CASC5,1
CASP1,1
CASP9,1
CASQ1,1
CATSPERB,1
NCAPG2,1
NCBP1,1
NCF2,1
NCOA6,1
NCR3LG1,1
NDC80,1
NFKBIA,1
NFRKB,1
NDUFA10,1
NDUFA11,1
NDUFAF3,1
NDUFS1,1
NDUFS3,1
NDUFS8,1
NEDD1,1
NEGR1,1
NEK11,1
NEK2,1
NEK3,1
NEK5,1
NEK8,1
CAPN15,1
NIPAL2,1
NISCH,1
NIT1,1
NIT2,1
NKAIN2,1
NKAP,1
NKAPL,1
NELFE,1
NELL1,1
NET1,1
NEU3,1
NEURL1,1
NEUROD2,1
NFATC1,1
NFIB,1
NFIX,1
CALR3,1
CAMK2A,1
CAMK2B,1
CAMKK1,1
CAMKMT,1
CAMTA2,1
CAND1,1
CANX,1
CAPN1,1
CAPN11,1
CAPN14,1
NFXL1,1
NGFR,1
NHLRC1,1
NID2,1
NIPA2,1
NONO,1
NOP56,1
NOS1,1
NOS1AP,1
NKPD1,1
NLGN1,1
NLGN2,1
NLN,1
NLRP1,1
NLRP2,1
NLRP8,1
NLRP9,1
NMB,1
NME1,1
CALN1,1
CALR,1
CACNA2D1,1
CACNA2D3,1
CACNB4,1
CACNG5,1
CACNG6,1
CACNG8,1
NME6,1
NME7,1
NMRAL1,1
NMS,1
NMUR1,1
NNAT,1
NNT,1
NOG,1
NOL3,1
NOL4,1
NRIP1,1
NRK,1
NRL,1
NOSTRIN,1
NOTCH2,1
NOTCH4,1
NOTO,1
NOV,1
NOVA1,1
NPBWR2,1
NPC1,1
NPEPPS,1
NPFFR2,1
NPHP3,1
CACNA1C,1
CACNA1S,1
NTF4,1
NTHL1,1
NTM,1
NTN4,1
NTRK1,1
NTRK3,1
NPHP4,1
NR1D2,1
NR1H3,1
NR2F1,1
NR4A3,1
NR5A2,1
NRAS,1
NRD1,1
NRF1,1
NRG3,1
NUMA1,1
NUMB,1
NUP107,1
NUP188,1
NUP210,1
NUPL1,1
NRN1L,1
NRP1,1
NRP2,1
NRROS,1
NRSN1,1
NRXN3,1
NSD1,1
NSDHL,1
NT5C1A,1
NT5E,1
C9orf152,1
C9orf172,1
C9orf24,1
C9orf37,1
C9orf50,1
CA10,1
CA12,1
CA5B,1
CA9,1
CABS1,1
CACNA1B,1
NTSR1,1
NUAK1,1
NUDT10,1
NUDT18,1
NUDT9,1
OR10C1,1
OR10G9,1
NWD1,1
NXF1,1
NXPE2,1
NXPE3,1
NXPE4,1
NXT1,1
NYAP2,1
NYNRIN,1
NYX,1
OAF,1
OASL,1
OBSL1,1
OCIAD1,1
C9orf131,1
OR13F1,1
OR13G1,1
OR14A2,1
OR1A2,1
OR1B1,1
OR1C1,1
OR1D2,1
ODF2,1
ODF4,1
OFD1,1
OLFM4,1
OLFML2A,1
OMA1,1
OPRD1,1
OPTC,1
OR10A5,1
OR2A7,1
OR2AT4,1
OR2C1,1
OR2G2,1
OR2G3,1
OR2J2,1
OR2M4,1
OR2T10,1
OR10J1,1
OR10P1,1
OR10R2,1
OR10W1,1
OR11A1,1
OR11H7,1
OR13C2,1
OR13C3,1
OR4D10,1
OR4D2,1
OR4K17,1
OR4P4,1
OR4S2,1
OR4X2,1
OR51F2,1
OR51G1,1
OR51G2,1
OR51H1P,1
OR1F1,1
OR1I1,1
OR1L1,1
OR1L8,1
OR1S1,1
OR1S2,1
OR5B2,1
OR5D16,1
OR5P3,1
OR5T3,1
OR6B3,1
OR6C68,1
OR6C74,1
OR6K2,1
OR6P1,1
OR6V1,1
OR2T33,1
OR2W1,1
OR2W3,1
OR4A16,1
OR4C12,1
OR4C3,1
C7,1
C7orf31,1
C7orf33,1
C7orf50,1
C7orf62,1
C7orf63,1
C7orf72,1
C8A,1
C8B,1
C8orf44,1
C8orf47,1
C8orf86,1
C9orf129,1
OR51I1,1
OR52A5,1
OR52B6,1
OR6Y1,1
OR7D2,1
OR7E24,1
OR8B12,1
OR8B2,1
OR9K2,1
ORC2,1
OSBPL10,1
OSBPL11,1
OSBPL7,1
OSBPL8,1
OSCP1,1
OSR2,1
OTOF,1
C6orf141,1
C6orf163,1
PANK3,1
PANK4,1
PANX2,1
PAPPA,1
OTOG,1
OVOL2,1
OXER1,1
P2RX1,1
P2RY2,1
P2RY4,1
P2RY6,1
P4HA1,1
P4HA3,1
PABPC4,1
PABPN1,1
PADI2,1
PARVB,1
PASK,1
PATL2,1
PAX3,1
PAX5,1
PADI3,1
PAFAH1B3,1
PAGE1,1
PAIP2,1
PAK7,1
PALB2,1
PALM2AKAP2,1
PALM3,1
PAM,1
PAN2,1
PANK2,1
C3orf70,1
C4orf17,1
C4orf45,1
C5orf48,1
C6orf10,1
C6orf118,1
PAPPA-AS1,1
PAPPA2,1
PAQR7,1
PARD3,1
PARD3B,1
PARD6G,1
PARG,1
PARP1,1
PARP12,1
PARP15,1
PCDHB4,1
PCDHB6,1
PAX7,1
PBX2,1
PBXIP1,1
PCBP3,1
PCDH11X,1
PCDH15,1
PCDH19,1
PCDH20,1
PCDH8,1
PCDH9,1
PCDHA1,1
C2orf81,1
C3AR1,1
C3orf17,1
PCDHGB2,1
PCDHGC5,1
PCED1A,1
PCF11,1
PCGF5,1
PCDHA11,1
PCDHA12,1
PCDHA3,1
PCDHA6,1
PCDHAC2,1
PCDHB11,1
PCDHB12,1
PCDHB14,1
PCDHB16,1
PCDHB17,1
PCDHB2,1
PCTP,1
PDCD1LG2,1
PDCD5,1
PDCD7,1
PDCL3,1
PDE1A,1
PCDHB7,1
PCDHB8,1
PCDHGA11,1
PCDHGA3,1
PCDHGA4,1
PCDHGA5,1
PCDHGA7,1
PCDHGA8,1
PCDHGA9,1
PCDHGB1,1
PDE6C,1
PDGFD,1
PDHA1,1
PDIA4,1
PDIK1L,1
PDK1,1
PDPK1,1
PDX1,1
PCLO,1
PCMTD1,1
PCNXL3,1
PCNXL4,1
PCOLCE2,1
PCSK2,1
PCSK5,1
PCSK6,1
PDZD4,1
PDZRN4,1
PEF1,1
PEG10,1
PELP1,1
PER2,1
PEX1,1
PEX13,1
PEX14,1
PEX6,1
PDE1B,1
PDE2A,1
PDE3A,1
PDE4D,1
PDE4DIP,1
PDE6B,1
C1orf222,1
C1orf226,1
C1orf229,1
C1orf56,1
C1orf94,1
C2,1
C20orf144,1
C20orf166,1
C20orf195,1
C20orf78,1
C2CD4A,1
C2CD5,1
C2orf16,1
C2orf42,1
PDYN,1
PDZD3,1
PEX7,1
PFAS,1
PFKFB1,1
PGBD1,1
PGBD2,1
PGBD5,1
PGC,1
PGK1,1
PGK2,1
PGLYRP4,1
PGM1,1
PGS1,1
PHACTR4,1
PHC1,1
PHC2,1
C1orf173,1
C19orf33,1
C19orf45,1
C19orf68,1
C19orf69,1
C1QL3,1
C1R,1
C1RL,1
PHC3,1
PHF21B,1
PHF3,1
PHGR1,1
PHIP,1
PHKA2,1
PHKB,1
PHKG1,1
PHLDA1,1
PI4KB,1
PIANP,1
PICALM,1
PIDD,1
PIEZO1,1
PIF1,1
PIGO,1
PIGU,1
PIGW,1
PIK3C2A,1
C17orf62,1
C17orf80,1
C17orf96,1
C18orf21,1
C18orf25,1
C18orf63,1
PLA2R1,1
PLAGL1,1
PLAU,1
PLBD1,1
PIK3IP1,1
PIK3R2,1
PINK1,1
PIP4K2B,1
PIR,1
PITPNA,1
PIWIL2,1
PIWIL3,1
PJA2,1
PKD2,1
PKD2L1,1
PKD2L2,1
C14orf119,1
C14orf183,1
C14orf39,1
C14orf93,1
C17orf102,1
C17orf103,1
C17orf47,1
C17orf59,1
PKP1,1
PKP4,1
PLA2G12B,1
PLA2G1B,1
PLA2G2A,1
PLA2G4A,1
PLA2G4D,1
PLA2G7,1
PLCG1,1
PLCH1,1
PLCL1,1
PLCZ1,1
PLD4,1
PLEKHA1,1
PLEKHA6,1
PLEKHA7,1
PLEKHD1,1
PLEKHG2,1
C12orf40,1
C12orf50,1
C12orf57,1
C12orf71,1
C12orf74,1
C12orf75,1
PNPLA6,1
PNPLA7,1
PLEKHG3,1
PLEKHG4B,1
PLEKHG6,1
PLEKHH3,1
PLEKHO1,1
PLK4,1
PLK5,1
PLSCR2,1
PLSCR4,1
PLSCR5,1
PLXNA1,1
PLXNA2,1
PLXNA4,1
PLXNB1,1
POLR1A,1
POLR2B,1
POLR3A,1
POLR3E,1
PLXNB2,1
PLXNC1,1
PM20D1,1
PMEL,1
PMM1,1
PMM2,1
PNLIP,1
PNMA5,1
PNMAL1,1
PNN,1
PNOC,1
PNPLA2,1
POU2F2,1
POU2F3,1
POU3F4,1
POU5F2,1
PPAN-P2RY11,1
PPARGC1A,1
POFUT2,1
POGK,1
POGZ,1
POLA1,1
POLB,1
POLD1,1
POLE2,1
POLG,1
POLH,1
POLK,1
C11orf30,1
C11orf58,1
C11orf65,1
C11orf74,1
C11orf82,1
C11orf88,1
C11orf89,1
C12orf4,1
POM121,1
POM121L2,1
POMC,1
PON1,1
PORCN,1
POSTN,1
POTEB2,1
POU2F1,1
PPCS,1
PPEF1,1
PPFIA3,1
PPFIBP1,1
PPIL6,1
PPIP5K2,1
PPM1D,1
PPM1E,1
PPME1,1
PPP1R12A,1
PPP1R14C,1
BUB1,1
BUD13,1
BZRAP1,1
C10ORF68,1
C10orf118,1
BRPF3,1
