,0
BRSK1,1
BRSK2,1
BRWD3,1
BSN,1
BST1,1
BTBD18,1
BTNL9,1
PPP1R3D,1
PPP1R3G,1
PPP1R9A,1
PPP2R4,1
PPP3CC,1
PPT1,1
PQBP1,1
PRAMEF2,1
PROSER1,1
PROSER2,1
PRDM14,1
PRDM2,1
PRDM7,1
PRDM8,1
PRICKLE1,1
PRICKLE4,1
PRKACA,1
PRKACB,1
PRKAG1,1
PRKAG2,1
PRKAR1B,1
PRKCD,1
BRAP,1
BRINP1,1
PRSS23,1
PRSS35,1
PRSS42,1
PRSS50,1
PRSS8,1
PRKCG,1
PRKCSH,1
PRKCZ,1
PRKG2,1
PRKRIR,1
PRL,1
PRMT6,1
PRMT7,1
PROCR,1
PROKR1,1
PROS1,1
BNIP1,1
BNIP3,1
BNIPL,1
BOD1L1,1
BOLL,1
BPIFB3,1
BPIFC,1
BPTF,1
PRPF38A,1
PRPF38B,1
PRPF4B,1
PRPS1L1,1
PRR14,1
PRR19,1
PRRC2B,1
PRRG1,1
PRX,1
PSAP,1
PSAPL1,1
PSD2,1
PSD4,1
PSG6,1
PSG9,1
PSMB10,1
PSMD5,1
PSMD7,1
PSORS1C1,1
PTCD3,1
BMP6,1
BMPR1A,1
BMX,1
BNC1,1
BIRC3,1
BLID,1
BLMH,1
BLOC1S1,1
BLVRB,1
BMI1,1
BMP1,1
PTCHD1,1
PTER,1
PTGIR,1
PTP4A1,1
PTPN11,1
PTPN2,1
PTPN3,1
PTPN4,1
PTPRB,1
RAB13,1
PTPRD,1
PTPRE,1
PTPRF,1
PTPRG,1
PTPRH,1
PTPRS,1
PTRHD1,1
PUM1,1
PURB,1
PURG,1
PVRL3,1
PWP1,1
BHLHB9,1
BID,1
BIRC2,1
RAD54L2,1
RAG1,1
PXDN,1
PXN,1
PYGM,1
PYROXD1,1
PZP,1
QSER1,1
QSOX2,1
QTRTD1,1
R3HCC1L,1
R3HDM1,1
R3HDM2,1
R3HDML,1
RAB11FIP1,1
RAB11FIP3,1
RANBP3L,1
RANGAP1,1
RAP1A,1
RAP1GDS1,1
RAPGEF1,1
RAB1B,1
RAB22A,1
RAB2A,1
RAB37,1
RAB3C,1
RAB3GAP2,1
RAB41,1
RAB7L1,1
RABGAP1,1
RABGAP1L,1
RAD17,1
BCKDK,1
BCL11B,1
BCL9,1
BCMO1,1
BCOR,1
BDP1,1
BEGAIN,1
BEND2,1
BEND7,1
BEST2,1
RAI1,1
RAI14,1
RALB,1
RALGDS,1
RALY,1
RALYL,1
RAPGEF2,1
RAPGEF5,1
RAPH1,1
RARG,1
RARS2,1
RASAL1,1
RASAL3,1
RASGRF2,1
RASGRP2,1
RASIP1,1
BCAN,1
BCAR3,1
BCAS1,1
BCAT1,1
BCCIP,1
BCHE,1
REG1A,1
REG1B,1
REG3G,1
RASL10B,1
RASSF5,1
RAVER2,1
RBBP8,1
RBFOX1,1
RBL1,1
RBM12B,1
RBM15B,1
RBM25,1
RBM26,1
RBM33,1
RBM34,1
RBM42,1
RFC4,1
RFTN1,1
RFTN2,1
RFWD2,1
RBM44,1
RBMS2,1
RBMX,1
RBMXL2,1
RBP2,1
RBP3,1
RBX1,1
RC3H1,1
RC3H2,1
RCC1,1
RCHY1,1
RCN1,1
RGS13,1
RGS18,1
RGS21,1
RGS22,1
RGS3,1
RGS4,1
REN,1
RENBP,1
REPIN1,1
RERE,1
REST,1
RET,1
REV1,1
REXO1,1
REXO4,1
RFC1,1
BAIAP2L2,1
BAMBI,1
BANF1,1
BANP,1
BAP1,1
BAZ2B,1
BBS12,1
BBS9,1
BBX,1
RFX1,1
RFX2,1
RFX3,1
RFX6,1
RFX7,1
RGPD4,1
RGS12,1
RNF144B,1
RNF157,1
RHCG,1
RHO,1
RHOBTB1,1
RHPN2,1
RIF1,1
RIIAD1,1
RILP,1
RIMBP2,1
RIMKLA,1
RIMS1,1
RIMS3,1
RIN2,1
RIPK3,1
BAG6,1
ROCK2,1
ROGDI,1
RORA,1
ROS1,1
RIT2,1
RLBP1,1
RLTPR,1
RMDN2,1
RMND1,1
RMND5A,1
RNASE2,1
RNASEH2B,1
RNASEL,1
RND2,1
RND3,1
RNF128,1
RP11-318A15.7,1
RP11-368I7.4,1
RP11-383H13.1,1
RP11-385D13.1,1
RP11-429E11.3,1
RP11-463C8.4,1
RP11-500M8.7,1
RP11-613M10.8,1
RP11-650K20.3,1
RNF187,1
RNF20,1
RNF224,1
RNF38,1
RNF43,1
ROBO2,1
ROBO3,1
AVEN,1
AVPR2,1
AXIN2,1
AZGP1,1
B3GNT6,1
BAALC,1
BACE1,1
BACE2,1
BACH1,1
BAG1,1
BAG3,1
RP1-32I10.10,1
RP11-1055B8.7,1
RP11-111M22.2,1
RP11-1407O15.2,1
RP11-144F15.1,1
RSBN1L,1
RSF1,1
RP11-664D7.4,1
RP11-664I21.6,1
RP11-682N22.1,1
RP11-863K10.7,1
RP1L1,1
RP5-1052I5.2,1
RPF2,1
RPGRIP1,1
RPH3AL,1
RPN2,1
RPP30,1
RPRD1A,1
AURKC,1
AUTS2,1
RTP3,1
RTP4,1
RUNDC1,1
RUNX2,1
RUVBL1,1
RXFP2,1
RPS3A,1
RPS6KA1,1
RPS6KA3,1
RPS6KA4,1
RPS6KA5,1
RPS6KA6,1
RPUSD3,1
RRNAD1,1
RRP15,1
RRS1,1
ATRNL1,1
ATXN10,1
ATXN1L,1
ATXN2,1
ATXN3,1
ATXN3L,1
AUNIP,1
RSPH1,1
RSPH6A,1
RSPH9,1
RSU1,1
RTF1,1
RTL1,1
RTN2,1
RTN4RL2,1
RTP1,1
SCML1,1
S1PR2,1
S1PR4,1
SAE1,1
SAFB,1
SAFB2,1
SALL2,1
SAMD11,1
SAMD3,1
SAMD5,1
SAMD9,1
ATP8A2,1
ATP8B2,1
ATP8B3,1
ATP8B4,1
ATP9A,1
SCPEP1,1
SCRN2,1
SCYL2,1
SDCCAG8,1
SDIM1,1
SDK2,1
SAMSN1,1
SARDH,1
SATB1,1
SBF1,1
SBNO2,1
SBP1,1
SCAND3,1
SCARF2,1
SCGB1D1,1
SCIN,1
ATP1A2,1
ATP2A3,1
ATP2B3,1
ATP4A,1
ATP5J2-PTCD1,1
ATP6AP1,1
ATP6AP2,1
ATP6V0A1,1
ATP6V0A4,1
ATP6V1A,1
ATP6V1G2,1
ATP7A,1
ATP8A1,1
SCN11A,1
SCN2A,1
SCN3A,1
SERPINB11,1
SERPINB3,1
SERPINB5,1
SERPIND1,1
SERPINE1,1
SERPINE2,1
SDR16C5,1
SEC14L1,1
SEC31B,1
SEL1L2,1
SELL,1
SEMA3C,1
SEMA3G,1
SEMA4A,1
SEMA4F,1
ATP13A3,1
SETDB1,1
SETDB2,1
SEZ6,1
SEZ6L,1
SEZ6L2,1
SF1,1
SF3B3,1
SEMA5B,1
SEMA6D,1
SENP5,1
SENP6,1
SEPSECS,1
SEPT14,1
SEPT6,1
SERINC3,1
SERPINA12,1
ATG14,1
ATG2A,1
ATG2B,1
ATG4A,1
ATG4D,1
ATG9A,1
ATN1,1
ATOH1,1
ATP10D,1
ATP11A,1
SERPINH1,1
SETBP1,1
SETD4,1
SETD5,1
SETD7,1
SETD8,1
SHISA7,1
SHMT2,1
SHOC2,1
SF3B4,1
SFMBT1,1
SFRP1,1
SFRP2,1
SFXN3,1
SGCA,1
SGCE,1
SGK1,1
SGOL2,1
SGPP2,1
SH2B3,1
ATF6B,1
ATF7,1
SIGLEC9,1
SIGMAR1,1
SIK2,1
SIKE1,1
SIM2,1
SIPA1,1
SIPA1L2,1
SH3BP5L,1
SH3D21,1
SH3PXD2A,1
SH3TC1,1
SHANK1,1
SHANK3,1
SHC1,1
SHC2,1
SHD,1
ASCC3,1
ASH1L,1
ASIC4,1
ASL,1
ASPG,1
ASPH,1
ASRGL1,1
ASTN1,1
ASTN2,1
ASXL1,1
ATAD2B,1
ATAD5,1
SIDT1,1
SIGLEC5,1
SIGLEC6,1
SIGLEC8,1
SLC22A12,1
SLC22A18AS,1
SIRPB1,1
SIX1,1
SIX2,1
SIX6,1
SKAP1,1
SKOR1,1
SLAMF9,1
SLBP,1
SLC10A3,1
SLC10A5,1
SLC12A1,1
SLC12A5,1
SLC12A8,1
ASB2,1
SLC25A22,1
SLC25A28,1
SLC25A31,1
SLC25A33,1
SLC25A41,1
SLC14A1,1
SLC14A2,1
SLC15A5,1
SLC16A12,1
SLC16A2,1
SLC16A3,1
SLC17A6,1
SLC17A7,1
SLC18A3,1
SLC19A3,1
SLC22A10,1
SLC26A3,1
SLC26A8,1
SLC27A3,1
SLC28A3,1
SLC2A10,1
SLC2A13,1
SLC2A4,1
SLC2A9,1
SLC30A10,1
SLC30A3,1
SLC22A23,1
SLC22A4,1
SLC22A7,1
SLC22A8,1
SLC23A2,1
SLC24A5,1
ARMC4,1
ARMC7,1
ARNT2,1
ARNTL,1
ARPP21,1
ARR3,1
ARRB2,1
ARRDC1,1
ARSH,1
ASAH1,1
ASAH2C,1
ASAP2,1
ASB12,1
SLC25A43,1
SLC25A47,1
SLC26A1,1
SLC6A1,1
SLC6A17,1
SLC6A19,1
SLC6A3,1
SLC6A4,1
SLC35A5,1
SLC35E3,1
SLC36A3,1
SLC38A10,1
SLC38A6,1
SLC39A12,1
SLC39A7,1
SLC39A8,1
SLC43A3,1
SLC45A2,1
ARMC2,1
SLCO3A1,1
SLCO5A1,1
SLFN11,1
SLFN12,1
SLFN5,1
SLIT3,1
SLC4A1,1
SLC4A10,1
SLC4A3,1
SLC4A5,1
SLC4A9,1
SLC52A3,1
SLC5A10,1
SLC5A2,1
SLC5A8,1
SLC5A9,1
ARHGEF33,1
ARHGEF38,1
ARHGEF40,1
ARHGEF6,1
ARID5B,1
ARL10,1
ARL15,1
ARL8A,1
SLC6A5,1
SLC7A7,1
SLC8A2,1
SLC8B1,1
SLC9A3,1
SLC9A9,1
SLC9C1,1
SLCO1C1,1
SMTNL1,1
SMYD5,1
SLITRK1,1
SLK,1
SLTM,1
SLURP1,1
SLX4,1
SLX4IP,1
SMAD7,1
SMAP2,1
SMARCA2,1
SMARCA5,1
SMARCC1,1
ARHGEF18,1
ARHGEF19,1
ARHGEF25,1
SNX16,1
SNX18,1
SNX19,1
SNX25,1
SMARCC2,1
SMARCD1,1
SMARCD3,1
SMC1A,1
SMC5,1
SMCHD1,1
SMG7,1
SMG9,1
SMIM9,1
SMPD1,1
SMPD3,1
SMPDL3B,1
SORCS3,1
SORD,1
SOWAHA,1
SOWAHD,1
SNAI3,1
SNAP91,1
SNCA,1
SNCAIP,1
SND1,1
SNRK,1
SNRNP200,1
SNRNP70,1
SNRPB,1
SNURF,1
SNX11,1
SNX14,1
ARHGAP24,1
ARHGAP32,1
ARHGAP33,1
ARHGAP4,1
ARHGAP44,1
ARHGAP5,1
ARHGEF12,1
ARHGEF16,1
SNX4,1
SNX9,1
SOAT1,1
SOCS5,1
SOCS7,1
SOGA3,1
SORBS1,1
SORBS2,1
SOX1,1
SOX4,1
SOX7,1
SOX9,1
SP1,1
SP100,1
SP110,1
SP4,1
SPACA1,1
SPAG1,1
SPAG17,1
SPAG5,1
SPAG6,1
ARHGAP11A,1
ARHGAP20,1
ARHGAP22,1
SPSB1,1
SPTBN2,1
SPTBN4,1
SPAM1,1
SPAST,1
SPATA22,1
SPATA2L,1
SPATA31A3,1
SPATA5,1
SPATA6,1
SPATC1L,1
SPDYE3,1
SPECC1L,1
SPEG,1
SPG11,1
SPG7,1
SRGN,1
SRL,1
SRP68,1
SRPK2,1
SRPK3,1
SRRM1,1
SRSF2,1
SRSF4,1
SRSF7,1
SPINK5,1
SPIRE1,1
SPNS1,1
SPOCD1,1
SPPL3,1
SPRED3,1
SPRR1A,1
APOA4,1
APOBR,1
APOD,1
APP,1
APPBP2,1
AQPEP,1
ARAF,1
ARAP3,1
ARC,1
ARFGEF1,1
SPTY2D1,1
SRCIN1,1
SREBF1,1
SRGAP1,1
SRGAP2,1
SRGAP3,1
STK10,1
STK3,1
STK33,1
SSC5D,1
SSFA2,1
SSH2,1
SSTR2,1
SSTR5,1
ST3GAL3,1
ST3GAL5,1
ST7,1
ST8SIA4,1
STAB1,1
STAB2,1
APLP2,1
APOA2,1
STT3B,1
STX19,1
STX3,1
STX5,1
STX7,1
STXBP2,1
STXBP5L,1
SUGCT,1
STAC,1
STAG2,1
STARD3,1
STARD8,1
STAT3,1
STAT5B,1
STAT6,1
STAU1,1
AP4E1,1
AP5M1,1
AP5Z1,1
APAF1,1
APBA2,1
APBB1,1
APC,1
APEX2,1
STK36,1
STK38L,1
STK4,1
STON1,1
STON2,1
STRN,1
STRN4,1
STS,1
SUGT1,1
SULT4A1,1
SUN3,1
SUPT20H,1
SUSD4,1
SUZ12,1
SV2A,1
SV2B,1
SVIL,1
SVOP,1
SWSAP1,1
SWT1,1
AP003733.1,1
AP1G1,1
AP1M2,1
AP3D1,1
TAF1L,1
TAF3,1
SYAP1,1
SYBU,1
SYCE1,1
SYCE3,1
SYCP1,1
SYCP2,1
SYCP2L,1
SYN3,1
SYNC,1
SYNDIG1,1
SYNE3,1
SYNE4,1
SYNJ1,1
SYNPO2L,1
TANC2,1
TANK,1
TAOK3,1
TAP2,1
TARM1,1
TARS2,1
TAS1R3,1
TAS2R60,1
SYT10,1
SYT2,1
SYTL4,1
TAAR1,1
TAB3,1
TAC1,1
TAF1,1
TAF1B,1
ANLN,1
ANO2,1
ANO5,1
ANO6,1
ANO8,1
ANTXRL,1
ANXA11,1
ANXA2,1
AOC1,1
AOC2,1
AP000769.1,1
AP001631.10,1
TAF6L,1
TAF7,1
TAL1,1
TALDO1,1
TAS2R9,1
TBC1D1,1
TBC1D10A,1
TBC1D12,1
TBC1D14,1
TBC1D16,1
TBC1D17,1
TBC1D21,1
TBC1D22A,1
TBC1D23,1
TBC1D2B,1
TBC1D32,1
TBCCD1,1
TBCD,1
ANKS6,1
ANKUB1,1
TEAD4,1
TEC,1
TECPR1,1
TEF,1
TBX18,1
TBX21,1
TBX4,1
TBX6,1
TBXAS1,1
TCEAL3,1
TCEAL7,1
TCEB3B,1
TCERG1,1
TCF3,1
TCF7,1
TCFL5,1
TESK1,1
TESPA1,1
TET2,1
TET3,1
TEX13B,1
TEX14,1
TEX15,1
TCHP,1
TCOF1,1
TCP11,1
TCP11L2,1
TCTN2,1
TDRD12,1
TDRD6,1
TDRD7,1
TDRKH,1
ANKRD23,1
ANKRD26,1
ANKRD27,1
ANKRD30A,1
ANKRD30B,1
ANKRD31,1
ANKRD36C,1
ANKRD37,1
ANKRD44,1
ANKRD50,1
ANKRD62,1
ANKS1A,1
ANKS1B,1
TEK,1
TENM1,1
TEP1,1
TEX40,1
TFAP2B,1
TFAP4,1
TFCP2L1,1
TFDP2,1
TFDP3,1
TFF2,1
TFF3,1
TFPI2,1
TFR2,1
TGDS,1
TGFB1,1
TGFB2,1
TGFBR1,1
TGFBRAP1,1
ANKRD2,1
TIPARP,1
TJP1,1
TKTL1,1
TLCD2,1
TGM6,1
TGOLN2,1
THADA,1
THAP10,1
THBD,1
THBS2,1
THBS3,1
THEM6,1
THRB,1
THSD4,1
THUMPD1,1
THUMPD2,1
TM9SF2,1
TM9SF3,1
TMC2,1
TMC3,1
TMC4,1
TMC5,1
TMED10,1
TMED2,1
TIAM1,1
TIAM2,1
TIGD7,1
TIGIT,1
TIMD4,1
TIMM8A,1
TIMMDC1,1
TIMP2,1
ANGPTL5,1
ANGPTL6,1
ANHX,1
ANKAR,1
ANKEF1,1
ANKFN1,1
ANKHD1,1
ANKLE1,1
ANKLE2,1
ANKMY1,1
TLE3,1
TLE6,1
TLL1,1
TLL2,1
TLR5,1
TM6SF2,1
TMEM26,1
TMEM261,1
TMEM41B,1
TMEM45B,1
TMEM116,1
TMEM126A,1
TMEM130,1
TMEM132B,1
TMEM132E,1
TMEM150C,1
TMEM156,1
TMEM165,1
TMEM168,1
TMEM171,1
TMEM179,1
ANAPC2,1
TMOD1,1
TMOD3,1
TMPO,1
TMPRSS11D,1
TMPRSS11E,1
TMEM194B,1
TMEM198,1
TMEM2,1
TMEM201,1
TMEM210,1
TMEM213,1
TMEM214,1
TMEM229A,1
TMEM233,1
TMEM246,1
TMEM252,1
TNFRSF25,1
TNFRSF4,1
TNFRSF8,1
TNFSF11,1
TNFSF13B,1
TNIK,1
TNIP1,1
TMEM55A,1
TMEM56,1
TMEM57,1
TMEM59,1
TMEM63A,1
TMEM63B,1
TMEM74B,1
TMEM8A,1
TMEM91,1
AMBN,1
AMER1,1
AMER2,1
AMHR2,1
AMIGO1,1
AMMECR1,1
AMMECR1L,1
AMOT,1
AMZ1,1
AMZ2,1
TMPRSS2,1
TMPRSS4,1
TMX3,1
TNFAIP6,1
TNFRSF10D,1
TNFRSF18,1
TPX2,1
TRAF5,1
TNNT3,1
TNRC18,1
TNRC6A,1
TNRC6C,1
TOB2,1
TOM1L2,1
TOMM70A,1
TOP3A,1
TOPORS,1
TOR1AIP1,1
ALS2,1
ALS2CL,1
ALS2CR12,1
ALX4,1
TRBV20OR9-2,1
TRBV29-1,1
TRBV30,1
TRDC,1
TRHDE,1
TOR1AIP2,1
TOR1B,1
TOR4A,1
TP53BP1,1
TP53BP2,1
TPBG,1
TPCN2,1
TPD52L3,1
TPP1,1
TPRG1,1
TPRN,1
TRIM56,1
TRIM59,1
TRIM64B,1
TRIM66,1
TRIO,1
TRIP10,1
TRAJ14,1
TRAK2,1
TRANK1,1
TRAPPC9,1
TRAV12-1,1
TRAV17,1
TRAV22,1
TRAV26-2,1
TRAV34,1
TRAV40,1
ALDH9A1,1
ALDOC,1
ALG13,1
ALG9,1
ALOX12,1
ALOX12B,1
ALOXE3,1
ALPK1,1
TRIB2,1
TRIM15,1
TRIM16L,1
TRIM27,1
TRIM3,1
TRIM4,1
TRIM41,1
TRIM5,1
TSHZ3,1
TSKS,1
TRIP13,1
TRIT1,1
TRMT13,1
TRMT6,1
TRMT61B,1
TRMU,1
TROVE2,1
TRPC4,1
TRPM1,1
ALDH1A2,1
ALDH1L1,1
ALDH3A1,1
ALDH3B2,1
ALDH8A1,1
TTBK2,1
TTC29,1
TTC33,1
TTC39B,1
TRPM2,1
TRPM3,1
TRPM5,1
TRPM6,1
TRPM7,1
TRPS1,1
TRPV6,1
TSACC,1
TSC1,1
TSC2,1
TSC22D2,1
TSHZ2,1
AKR1E2,1
AKR7A3,1
AKT3,1
AL033381.1,1
AL139099.1,1
AL354898.1,1
ALAS1,1
ALDH16A1,1
TSNAXIP1,1
TSPAN10,1
TSPAN5,1
TSPEAR,1
TSPYL2,1
TSPYL5,1
TSSC1,1
TSTA3,1
TTC7B,1
TTF1,1
TTK,1
TTL,1
TTLL13,1
TTLL5,1
TTLL7,1
TUB,1
TUBA1A,1
TUBA8,1
TUBB1,1
TUBB2A,1
AKAP11,1
AKAP8L,1
AKNAD1,1
AKR1B15,1
TUBB3,1
TUBD1,1
TUBE1,1
TUBG2,1
TUBGCP5,1
TULP3,1
TULP4,1
TWF2,1
TXLNG,1
TXN2,1
TXNDC16,1
TXNDC2,1
TXNIP,1
TYMP,1
TYMS,1
TYRO3,1
TYSND1,1
TYW5,1
U2SURP,1
UACA,1
UAP1,1
UBAP2,1
UBAP2L,1
UBASH3A,1
UBBP4,1
UBC,1
UBD,1
UBE2E3,1
UBE2H,1
UBE2U,1
UBE3B,1
UBE3C,1
UMODL1,1
UNC13B,1
UNC45B,1
UNC5A,1
UNC5D,1
UBE4A,1
UBE4B,1
UBL4A,1
UBL7,1
UBLCP1,1
UBQLN4,1
UBQLNL,1
UBR2,1
UBR7,1
UCP3,1
UGGT1,1
AHCTF1,1
AHI1,1
AHR,1
AIFM2,1
AIFM3,1
AIG1,1
AIM1L,1
AJUBA,1
AK9,1
UGT2B28,1
UGT2B4,1
UGT2B7,1
UGT8,1
ULK3,1
ULK4,1
UMOD,1
USP39,1
USP4,1
UNC93A,1
UNCX,1
UNK,1
UPB1,1
UPF2,1
UPF3B,1
UPK3A,1
UQCRB,1
URAD,1
URB2,1
URGCP,1
USE1,1
USH1C,1
AGL,1
USP53,1
USP8,1
UVRAG,1
UXS1,1
VAMP2,1
VANGL1,1
VARS,1
VARS2,1
USP13,1
USP16,1
USP2,1
USP20,1
USP28,1
USP32,1
USP33,1
USP36,1
ADH6,1
ADIPOR1,1
ADRA1D,1
AF165138.7,1
AFAP1L1,1
AFAP1L2,1
AFF3,1
AFM,1
AGA,1
AGBL1,1
AGBL4,1
AGFG1,1
AGGF1,1
USP49,1
USP5,1
USP51,1
ADARB2,1
ADAT1,1
ADCY1,1
ADCY3,1
ADCYAP1,1
ADD1,1
ADD2,1
ADGB,1
VAV1,1
VCAM1,1
VCPIP1,1
VEPH1,1
VEZF1,1
VEZT,1
VIT,1
ADH1C,1
VPS18,1
VPS25,1
VPS28,1
VPS33B,1
VPS41,1
VPS8,1
VRK3,1
VSIG10L,1
VSTM5,1
VSX2,1
VTCN1,1
VTN,1
VWA3A,1
ADAMTS8,1
ADAMTSL1,1
ADAMTSL3,1
WDR78,1
WDR87,1
VWA5A,1
VWA5B1,1
VWA7,1
VWC2,1
VWCE,1
VWF,1
WBP2NL,1
WBSCR22,1
WBSCR28,1
WDFY3,1
WDFY4,1
WDHD1,1
WDR11,1
WDR16,1
ACY3,1
ADAM22,1
ADAMTS10,1
ADAMTS15,1
ADAMTS17,1
ADAMTS18,1
WDR17,1
WDR26,1
WDR41,1
WDR53,1
WDR6,1
WDR60,1
WDR63,1
WDR7,1
WDR72,1
WDR75,1
WDR91,1
WDR92,1
WDR93,1
WDR96,1
WFDC1,1
WFDC2,1
WHSC1L1,1
WIPI2,1
WISP3,1
WNK1,1
WNK4,1
ACTG2,1
ACTL10,1
ACTR1B,1
ACTR5,1
ACTRT1,1
YIF1B,1
YIPF4,1
WNT1,1
WNT10B,1
WNT11,1
WNT2,1
WNT5B,1
WNT8A,1
WRNIP1,1
WSB2,1
WTAP,1
WTIP,1
WWC3,1
XAB2,1
XDH,1
XG,1
ZBTB17,1
ZBTB18,1
ZBTB33,1
ZBTB38,1
ZBTB39,1
XIAP,1
XK,1
XPC,1
XPNPEP1,1
XPNPEP3,1
XPO7,1
XRCC4,1
XRCC6BP1,1
XRRA1,1
XYLT2,1
YES1,1
ACOT11,1
ACOT6,1
ACOX3,1
ACP1,1
ACP2,1
ACSL1,1
ACSL3,1
ACSS2,1
ACTB,1
ACTG1,1
YIPF6,1
YPEL4,1
YTHDF2,1
ZAN,1
ZBED4,1
ZBED6,1
ZBTB42,1
ZBTB43,1
ZBTB46,1
ZBTB6,1
ZBTB7A,1
ZBTB8A,1
ZBTB8B,1
ZC2HC1C,1
ZC3H12A,1
ZC3H13,1
ZC3H18,1
ZC3H6,1
ACE2,1
ACKR3,1
ACLY,1
ACO2,1
ZFP69,1
ZFP91,1
ZFPM1,1
ZFPM2,1
ZFX,1
ZFYVE26,1
ZC3H7B,1
ZCCHC11,1
ZCCHC12,1
ZCCHC14,1
ZCCHC2,1
ZDBF2,1
ZDHHC14,1
ZDHHC15,1
ZDHHC17,1
ZDHHC7,1
AC090616.2,1
AC093677.1,1
AC110781.3,1
AC112693.2,1
AC138517.1,1
AC138647.1,1
ACACA,1
ACADL,1
ACAN,1
ACAP2,1
ZFHX2,1
ZFHX4,1
ZFP2,1
ZFP37,1
ZFP57,1
ZFP62,1
ZNF181,1
ZFYVE27,1
ZFYVE28,1
ZHX2,1
ZHX3,1
ZIK1,1
ZIM3,1
ZKSCAN3,1
ZMAT4,1
ZMYM2,1
ZMYM3,1
ZMYM5,1
AC018816.3,1
AC023632.1,1
AC074212.3,1
AC079354.1,1
ZNF226,1
ZNF235,1
ZNF24,1
ZNF250,1
ZMYND8,1
ZNF106,1
ZNF12,1
ZNF124,1
ZNF134,1
ZNF135,1
ZNF138,1
ZNF14,1
ZNF140,1
ZNF142,1
ZNF155,1
ZNF157,1
ZNF317,1
ZNF320,1
ZNF321P,1
ZNF354A,1
ZNF354C,1
ZNF365,1
ZNF37A,1
ZNF185,1
ZNF19,1
ZNF195,1
ZNF202,1
ZNF205,1
ZNF207,1
ZNF208,1
ZNF215,1
ZNF223,1
ZNF423,1
ZNF425,1
ZNF438,1
ZNF439,1
ZNF440,1
ZNF445,1
ZNF451,1
ZNF483,1
ZNF257,1
ZNF259,1
ZNF264,1
ZNF275,1
ZNF280D,1
ZNF284,1
ZNF292,1
ZNF304,1
ABLIM1,1
ABLIM3,1
ABR,1
ABRA,1
ABTB2,1
AC006378.2,1
AC009041.2,1
AC011484.1,1
AC012123.1,1
AC012313.1,1
AC016586.1,1
ZNF383,1
ZNF385C,1
ZNF391,1
ZNF404,1
ZNF414,1
ZNF485,1
ZNF493,1
ZNF503-AS2,1
ZNF507,1
ZNF516,1
ZNF527,1
ZNF530,1
ZNF540,1
ZNF567,1
ZNF568,1
ZNF574,1
ZNF578,1
ABHD17B,1
ABHD3,1
ABI3BP,1
ABL2,1
ZNF717,1
ZNF724P,1
ZNF579,1
ZNF580,1
ZNF582,1
ZNF583,1
ZNF586,1
ZNF605,1
ZNF607,1
ZNF611,1
ZNF618,1
ZNF619,1
ZNF624,1
ZNF629,1
ZNF630,1
ZNF648,1
ZNF83,1
ZNF831,1
ZNF835,1
ZNF839,1
ZNF843,1
ZNF655,1
ZNF658,1
ZNF660,1
ZNF668,1
ZNF680,1
ZNF689,1
ZNF691,1
ZNF695,1
ZNF703,1
ZNF710,1
ZNF713,1
ABCA7,1
ZSCAN23,1
ZSCAN25,1
ZSCAN29,1
ZSCAN4,1
ZSCAN5B,1
ZSCAN9,1
ZSWIM2,1
ZSWIM4,1
ZSWIM8,1
ZUFSP,1
ZXDA,1
ZXDB,1
ZYG11B,1
A4GNT,1
ABCB11,1
DISC1,1
DISP2,1
DLG2,1
DLGAP1,1
DLGAP2,1
DLGAP5,1
DLST,1
DLX6,1
A2ML1,1
AADAT,1
AAK1,1
AARS,1
AARS2,1
AASDH,1
AASS,1
ABCA2,1
